split_index,group,aspect,region_type,triplet,node_1,node_2,node_3,train_n_obs,train_total_weight,train_edges,train_eligible_edges,train_min_edge_support,train_mean_edge_support,train_mean_abs_margin,train_max_abs_margin,train_gradient_energy,train_residual_energy,train_rho_cyc,train_eligible_triples,train_cyclic_triples,train_cycle_rate,train_weighted_cycle_intensity,pooled_test_weight,pooled_test_n_obs,pooled_test_edges,pooled_test_log_loss,pooled_test_brier,pooled_test_accuracy,pooled_test_error_rate,pooled_test_calibration_abs_error,pooled_test_pair_calibration_mae,pooled_test_majority_edge_error,group_head_test_weight,group_head_test_n_obs,group_head_test_edges,group_head_test_log_loss,group_head_test_brier,group_head_test_accuracy,group_head_test_error_rate,group_head_test_calibration_abs_error,group_head_test_pair_calibration_mae,group_head_test_majority_edge_error,uplift_log_loss,uplift_brier,uplift_error_rate,uplift_calibration_abs_error,uplift_pair_calibration_mae,uplift_majority_edge_error,uplift_accuracy
0,normal,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,1631,1190.5,3,3,358.0,396.8333333333333,0.14957203945298733,0.25118483412322273,40.54785407816392,0.3788257170099494,0.009256204483380081,1,0,0.0,0.0,385.5,528,3,0.6606400478814014,0.2320388880322446,0.6355382619974059,0.36446173800259407,0.005394458493690635,0.028863174512221177,0.0,385.5,528,3,0.7384933713171756,0.2610298164185296,0.5849546044098574,0.41504539559014264,0.009458478116264268,0.030488007275147676,0.0,-0.07785332343577422,-0.02899092838628503,-0.05058365758754857,-0.004064019622573634,-0.0016248327629264994,0.0,-0.05058365758754857
0,normal,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,1868,1430.0,3,3,422.0,476.6666666666667,0.47972794209894026,0.6561264822134387,383.92749945539236,2.5420452158936144,0.006577608121891642,1,0,0.0,0.0,499.0,645,3,0.5183302318274285,0.16696218339471536,0.7685370741482966,0.23146292585170336,0.04133002867241836,0.041330028672418355,0.0,499.0,645,3,0.5606636521036827,0.17726242044833931,0.7625250501002004,0.23747494989979956,0.022955704436524005,0.022955704436523977,0.0,-0.0423334202762542,-0.010300237053623956,-0.006012024048096198,0.018374324235894357,0.018374324235894378,0.0,-0.006012024048096198
0,expert,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,1669,1159.0,3,3,348.0,386.3333333333333,0.1609905865080041,0.25181598062953997,47.40052216514932,0.05467147861432951,0.0011520652307255778,0,0,,,365.0,525,3,0.7205167486713853,0.2568054734018775,0.5931506849315068,0.4068493150684932,0.024421306464741555,0.032405384386882716,0.0,365.0,525,3,0.7655116431117319,0.272959987658132,0.5561643835616439,0.4438356164383561,0.006082487884034982,0.031005545161495163,0.0,-0.044994894440346656,-0.016154514256254526,-0.03698630136986292,0.018338818580706573,0.0013998392253875523,0.0,-0.03698630136986292
0,expert,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,1818,1335.5,3,3,413.0,445.1666666666667,0.5227772491795916,0.6827438370846731,420.71433714575943,6.088524670479822,0.014265426067131796,1,0,0.0,0.0,470.0,642,3,0.5429239057411028,0.17617226049234527,0.752127659574468,0.24787234042553197,0.022323238528006578,0.03904732361198228,0.0,470.0,642,3,0.59098382115641,0.192392592094481,0.7063829787234043,0.2936170212765957,0.04908190634607193,0.04908190634607193,0.0,-0.048059915415307186,-0.016220331602135735,-0.04574468085106376,-0.02675866781806535,-0.01003458273408965,0.0,-0.04574468085106376
0,normal,helpful,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,1603,1154.5,3,3,348.5,384.8333333333333,0.15282014007006917,0.2245922208281054,34.07989649876855,0.010985006058605536,0.0003222271051292732,1,0,0.0,0.0,376.5,519,3,0.6251197941456089,0.21745366511769013,0.648074369189907,0.351925630810093,0.014504952194670517,0.014504952194670514,0.0,376.5,519,3,0.6967134088089458,0.24475589256595873,0.600265604249668,0.399734395750332,0.008237748473963857,0.015659638200188963,0.0,-0.07159361466333691,-0.0273022274482686,-0.047808764940239,0.00626720372070666,-0.0011546860055184488,0.0,-0.047808764940239
0,normal,helpful,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,1866,1416.5,3,3,407.5,472.1666666666667,0.47022581586123674,0.6518298714144412,395.8153651097906,1.7843892563002908,0.004487903316603434,1,0,0.0,0.0,485.0,634,3,0.48821946804404615,0.15710711617899525,0.7824742268041237,0.2175257731958763,0.01513165371507677,0.02915612527003974,0.0,485.0,634,3,0.521412761009404,0.16794596436976286,0.7628865979381443,0.23711340206185572,0.008888608390393127,0.025165293472694493,0.0,-0.03319329296535789,-0.010838848190767608,-0.019587628865979423,0.006243045324683644,0.003990831797345246,0.0,-0.019587628865979423
0,expert,helpful,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,1665,1159.5,3,3,350.0,386.5,0.19583369248423663,0.3005050505050505,57.49541459857609,0.023394305807204478,0.00040672444810347416,1,0,0.0,0.0,362.0,518,3,0.676575335607175,0.24204106139445133,0.5828729281767956,0.4171270718232044,0.03671020190040042,0.0367102019004004,0.0,362.0,518,3,0.7190819056571464,0.25539288286700024,0.5828729281767956,0.4171270718232044,0.029340707576829994,0.03438202698164177,0.0,-0.04250657004997138,-0.013351821472548903,0.0,0.007369494323570425,0.002328174918758627,0.0,0.0
0,expert,helpful,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,1847,1364.0,3,3,413.5,454.6666666666667,0.5138641935885954,0.6625,426.80959019376775,7.705143964367364,0.017732756472104327,1,0,0.0,0.0,473.5,640,3,0.5268259263460461,0.1715490099260896,0.7465681098204857,0.2534318901795143,0.0002900934965557045,0.028493487802346066,0.0,473.5,640,3,0.5607558085731557,0.17994522106072566,0.7412882787750792,0.2587117212249208,0.021137509458452636,0.031479938083904944,0.0,-0.033929882227109576,-0.008396211134636067,-0.0052798310454065245,-0.02084741596189693,-0.0029864502815588785,0.0,-0.0052798310454065245
0,normal,truthful,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,461,345.0,3,3,91.0,115.0,0.25778214652418097,0.3991031390134529,32.53997474537053,0.022910390892007144,0.0007035737403530556,1,0,0.0,0.0,107.5,148,3,0.7176230434318921,0.2503917873620894,0.6139534883720931,0.38604651162790693,0.04418204940617698,0.05309668316483514,0.0,107.5,148,3,0.7320013858412381,0.2558920273015527,0.6093023255813953,0.3906976744186047,0.03713370235037816,0.051121419658689375,0.0,-0.01437834240934599,-0.005500239939463303,-0.0046511627906977715,0.00704834705579882,0.001975263506145762,0.0,-0.0046511627906977715
0,normal,truthful,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,487,361.0,3,3,96.0,120.33333333333333,0.44410281656522255,0.5755102040816327,72.19261007663835,1.2839294865552975,0.017474005909750966,1,0,0.0,0.0,109.0,149,3,0.608964173405127,0.19615208710818402,0.6972477064220184,0.3027522935779816,0.08676789249483341,0.08676789249483338,0.0,109.0,149,3,0.653191904155762,0.21107900694941503,0.7201834862385321,0.2798165137614679,0.06700770585057403,0.09359036870985446,0.0,-0.04422773075063502,-0.014926919841231012,0.022935779816513735,0.01976018664425938,-0.006822476215021078,0.0,0.022935779816513735
0,expert,truthful,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,561,410.0,3,3,106.5,136.66666666666666,0.23223670316747744,0.3496932515337423,31.978664264340374,0.4958957492060871,0.015270283846778171,1,0,0.0,0.0,121.5,162,3,0.78103051036563,0.27170687090915324,0.5637860082304527,0.43621399176954734,0.029009447697372848,0.12473823619748768,0.49794238683127573,121.5,162,3,0.8309379657768068,0.27485286125724817,0.588477366255144,0.411522633744856,0.0035478582148813498,0.1444930600916805,0.49794238683127573,-0.049907455411176804,-0.003145990348094929,0.024691358024691357,0.025461589482491498,-0.01975482389419282,0.0,0.024691358024691357
