group,aspect,triplet,train_rho_cyc,test_log_loss,test_brier,test_error_rate,test_calibration_abs_error,test_pair_calibration_mae,test_majority_edge_error,n
all,harmless,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,0.015699754623055225,0.4874518175728923,0.16010813318315012,0.24239505215276355,0.05955905772543803,0.10405013157283553,0.11132365506890818,50
all,harmless,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,0.05872244855587318,0.5176514897685474,0.16778480445093408,0.24455834855976466,0.07596742565213137,0.10837725517999822,0.10671256564381239,50
all,harmless,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf,0.02533995324415425,0.46865713516780977,0.15363379743556813,0.2328822943583806,0.041667725008843526,0.08157833830453493,0.03200968442905939,50
all,harmless,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Meta-Llama-3-70B-Instruct,0.0351921466063402,0.5224833409274074,0.16428539612937074,0.24346056796652385,0.057008910418786696,0.09081508263513177,0.22068133473588145,50
all,harmless,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.0446939541720838,0.47499351592856953,0.15557594822494203,0.23717606620394996,0.04993549251363924,0.08113785657625161,0.1229605684160184,50
all,harmless,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.12430772891310729,0.44546425859487854,0.14794002385856653,0.22956848864581952,0.06060992604795768,0.07664708875805869,0.032224162453442284,50
all,harmless,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.03270672995902568,0.5040567086045286,0.1632801314647523,0.25438898542801003,0.046437249813246054,0.07861427751297036,0.12879709345873097,50
all,harmless,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.1030974556429138,0.537087699620296,0.17628879805344894,0.2637468782213782,0.05183073748840051,0.07848339664702142,0.1763507175738278,50
all,harmless,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.15160654107255497,0.5861551798161384,0.19222094961167102,0.2996673104198029,0.0710924323159123,0.1001937773638751,0.2592070799429892,50
all,harmless,allenai/tulu-2-70b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.010365246846355602,0.47407000717367476,0.15385149136509704,0.22799386012189182,0.0487058131261845,0.06508718220808508,0.08979878302614534,50
all,harmless,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.11059097306260968,0.47890340306183127,0.16183891175392,0.24195631220449726,0.05010270878720185,0.10362806755612639,0.0900434351287874,50
all,harmless,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.04797550456832186,0.5082391123004452,0.17265386510401154,0.2662296839777565,0.06235716969437899,0.08855421651482526,0.06831787525570916,50
all,harmless,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.050634759957263326,0.47225906017010955,0.15926323588893815,0.2490462866027638,0.0465015985261998,0.08353522852004729,0.21942155470677044,50
all,harmless,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.03670408935472955,0.5259296988118907,0.17364552081669113,0.2548118092532196,0.04766378879704139,0.103901163764894,0.07789692861740453,50
all,harmless,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.013427997777208022,0.47164508928232285,0.15742678128600032,0.24108646836146305,0.052163756937380595,0.1108660381706708,0.18447793758405076,50
all,harmless,allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.02000315904112767,0.4509396754588876,0.14958402952642275,0.22191959051046148,0.038171126750552904,0.07954343492335977,0.11202174324036313,50
all,harmless,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.01659580527522687,0.5493272878772842,0.17918510138076119,0.2691136039483564,0.05565050595076381,0.0877104810741211,0.11450940881949567,50
all,harmless,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.1281888058685053,0.48221680999907013,0.16425579710939914,0.26908294034571034,0.04189249492580507,0.09080463190533933,0.14478899361214104,50
all,harmless,gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.07796438452740469,0.4729002965464543,0.15876197525163516,0.24509612570779063,0.04604004589101689,0.07461100362017552,0.047939871419060635,50
all,harmless,gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.015651186084271584,0.526103256874989,0.17565701498251293,0.2685845603763578,0.08395471691839809,0.10279413970014951,0.15624807009121203,50
all,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,0.013335619620943555,0.6606411013155621,0.2334175372433436,0.3868428634125498,0.030748419743827023,0.04159295221314443,0.03698067154975665,50
all,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,0.010224963064994841,0.5202868776238087,0.16799674456028713,0.23269133165526298,0.014477118156698039,0.022440368788767543,0.0,50
all,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf,0.0006294453774871994,0.5997697478505569,0.20379234781491518,0.3004811913760899,0.017181031787323622,0.044867806651241876,0.0,50
all,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Meta-Llama-3-70B-Instruct,0.005736943386144761,0.5350090814842982,0.17462300374411854,0.24064339022238376,0.025210593056464975,0.04162221801606744,0.0,50
all,helpful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.0024443724275445963,0.53278575503218,0.17355431269451685,0.2474905077249242,0.026804292957940144,0.030737208649463863,0.03178494601630805,50
all,helpful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.004394170715182663,0.6328736980871458,0.21782579492046877,0.33586030153284435,0.04993385720263517,0.05228647083107811,0.0346572227687568,50
all,helpful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.0010295501875688532,0.5582202083808276,0.1864150729395605,0.2723170094045367,0.013216356076361591,0.03288050702084673,0.03348585113354059,50
all,helpful,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.00041621897504242277,0.5937038765571524,0.2000285928196467,0.3000122412906205,0.04843334389062504,0.05278125235153737,0.07172977651544085,50
all,helpful,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.0005974526046151046,0.5381215430208304,0.1763182302550241,0.2531059555294151,0.013290219774947458,0.030375191447172635,0.204937593030506,50
all,helpful,allenai/tulu-2-70b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.004647743452145175,0.5735584711510998,0.1915962807677162,0.2732700522126531,0.012417068351460366,0.028674506081388693,0.0,50
all,helpful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.013215411911656032,0.5194862590847852,0.16716954797224692,0.2289081465362498,0.011901674657666981,0.02251941872747441,0.0,50
all,helpful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.0007006897885788306,0.5973886136087683,0.20251981191224527,0.3013225849471571,0.014308068415155074,0.051920951173295656,0.0,50
all,helpful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.004336810281814864,0.5431986348279298,0.17809075079848513,0.24781311155287547,0.023017494496466142,0.038193092626446046,0.0,50
all,helpful,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.01188164066737359,0.5565864729500091,0.18434542037281595,0.26931902887057496,0.014664244711993507,0.06413307125739216,0.07300463461804338,50
all,helpful,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.0006636563875913659,0.5193129181127444,0.16677645317405346,0.23046761141520386,0.017298702756273942,0.046667208496885305,0.19770702480023122,50
all,helpful,allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.014456218971081923,0.5341724504092122,0.1737561429598681,0.23633994081311122,0.04193065472515292,0.05397343878182963,0.0,50
all,helpful,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.0004889039566480001,0.6078499682448346,0.20483338457152836,0.3084697209647901,0.061838739978172234,0.06345415474992787,0.07761262384508132,50
all,helpful,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.002322313554104184,0.5610963156165738,0.18522200184068377,0.2665743175896848,0.023867431667056075,0.029236648891847284,0.21186456080093527,50
all,helpful,gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.007477221654694998,0.5927715516548138,0.19907348475464542,0.28947822956523767,0.026986418595372253,0.033479576819952166,0.0,50
all,helpful,gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.008062887992865937,0.6783082179252521,0.23855312815664143,0.3974731136404379,0.06688861448880308,0.06855886174020735,0.335907544061435,50
all,overall,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,0.01511809189202082,0.6834824224934545,0.24298117896542984,0.4074371362690381,0.028229344835193425,0.047642344964829574,0.11720185316791339,50
all,overall,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,0.009330308679381494,0.5445195543321711,0.17815688256506462,0.24805488887328342,0.01581046715758477,0.02811907058488746,0.0,50
all,overall,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf,0.002436739223442544,0.6238218719186307,0.21433611818972445,0.32536658649674494,0.023951248811335164,0.04647440996058249,0.0,50
all,overall,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Meta-Llama-3-70B-Instruct,0.01224465798730757,0.5734211006188732,0.19124877217888536,0.2700888605602372,0.03307065235822457,0.042714365861402585,0.0,50
all,overall,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.0010915574430868482,0.5692500138851169,0.18888105495458238,0.27317165947250194,0.030131437577634444,0.0375221421368059,0.10428925433159239,50
all,overall,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.00204467386024927,0.6726742724075819,0.2345600512416457,0.369895970529254,0.05892444258246599,0.06205523376052583,0.10716848783555814,50
all,overall,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.0003825800110291613,0.6037289593445783,0.20549786720546132,0.30852152856443354,0.019913143809960034,0.03857848055108998,0.10546377181624794,50
all,overall,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.002022729376782611,0.6357001255873067,0.21719699210884444,0.32957535470403976,0.05127575589441598,0.05625606701631833,0.1258654108615851,50
all,overall,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.0003832797878946314,0.5976375972283937,0.20061757998460997,0.29376244398866963,0.01923783460681019,0.030900082858056538,0.2493068529552311,50
all,overall,allenai/tulu-2-70b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.003041414125995412,0.6247917251195408,0.21374734204680887,0.3166276144356789,0.01948354108887183,0.03182283394594034,0.0,50
all,overall,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.007073733469015314,0.5312147420044112,0.1737671734977437,0.2434504992872354,0.0170920964597698,0.025330883880351474,0.0,50
all,overall,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.0008874284943228436,0.6297142473549164,0.21626230482089506,0.33002913543502344,0.015324974235767612,0.059199552796765836,0.0,50
all,overall,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.00541030883215413,0.5814974856094716,0.1949895292005656,0.2817847060729575,0.029737210664179642,0.04100573430238308,0.0,50
all,overall,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.009118723605594724,0.5723550670514327,0.19191650468392255,0.2843414389093705,0.0134042099832609,0.07547485885788212,0.12610840094750192,50
all,overall,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.00022981221651498885,0.5535489781279734,0.18256144835138294,0.2603795827555594,0.02417106489200324,0.05442460985982898,0.23734358360863309,50
all,overall,allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.011344448553908844,0.5764343471857961,0.1927844351728882,0.27414513453199396,0.04215983026219457,0.06611834587870578,0.0,50
all,overall,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.0004195547653722861,0.6289460983694594,0.21447705492093203,0.3244256666761295,0.06325098281132928,0.06894614942252784,0.13415215356092453,50
all,overall,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.000992036469537639,0.5929463789867937,0.19975277558448976,0.2960715608923479,0.017296928763008316,0.027760822997768452,0.2586683180371415,50
all,overall,gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.0016219393175059284,0.6359741881585675,0.21768535010880083,0.3248347813749905,0.035643881812539066,0.043493299617499995,0.0,50
all,overall,gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.0035103098227774964,0.7201654969603514,0.2568833093541438,0.43129942534433596,0.07764673025093183,0.07815178634609357,0.4457060972921834,50
all,truthful,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,0.03569672594597335,0.6923886625653669,0.2440380303585422,0.3956394222347948,0.05071192548347142,0.07642442405745337,0.05507855964473429,50
all,truthful,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,0.018610553175246326,0.6176004154960429,0.20374026716217672,0.2916583735121239,0.0477456173495188,0.06392418923183647,0.0,50
all,truthful,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf,0.005272498076181876,0.7319968310942434,0.2576510809905157,0.4076657391820977,0.03451892643883444,0.1027148399493808,0.15423084602364764,50
all,truthful,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Meta-Llama-3-70B-Instruct,0.012039330039516984,0.6842538567697184,0.23553213713054316,0.360200859528585,0.062325614774427864,0.09611900034619633,0.0,50
all,truthful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.011824845578940268,0.6616575875384892,0.22196851878625787,0.32696689485657093,0.030666754640368263,0.04395195047600386,0.060492272236035316,50
all,truthful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.1222057159498812,0.8183887994412642,0.29533923721313066,0.4905880021974272,0.10783373841020262,0.12090537115256832,0.5017016636908914,50
all,truthful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.057895182428291656,0.7350573470719052,0.2552324014998278,0.3979590458246459,0.036500782329714127,0.054455660194192824,0.060759366542725596,50
all,truthful,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.014974857378860083,0.7088593557235938,0.24585897956733171,0.38567402024901243,0.12537373522102788,0.13279051633442565,0.1880536097843287,50
all,truthful,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.007337991704348212,0.7061960107678111,0.24358823155803275,0.3783682726888249,0.07143465787764888,0.0799231340532712,0.13137418228426678,50
all,truthful,allenai/tulu-2-70b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.010253618592443938,0.762909732763964,0.26775252959918383,0.4216007400035718,0.07199443689741822,0.0811283057506145,0.19711902832884381,50
all,truthful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.015225775162386778,0.6122090116715216,0.19932971279206185,0.2817911303235138,0.034999516015372885,0.052415045865931736,0.0067465069860279435,50
all,truthful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.06407026879861456,0.7626523279383994,0.2714537988719767,0.4402140673276758,0.028571529125396032,0.10685351404914611,0.23019961929709318,50
all,truthful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.017443343856075863,0.6632500124548603,0.22599675869142943,0.34087881061098885,0.059937174984732285,0.0815761240159824,0.007145877378435517,50
all,truthful,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.055756931148833,0.6686947730827378,0.2264163924910468,0.3439408089642972,0.029180259049013096,0.1179880375264354,0.0,50
all,truthful,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.012350271383407623,0.6441791922028847,0.21600745471908148,0.3236422292118975,0.03304469291686811,0.10190564393633067,0.10672102106457222,50
all,truthful,allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.024646988959843307,0.7011931514772314,0.24239101899387683,0.37087971873916153,0.07258954849276399,0.09121106764762929,0.0,50
all,truthful,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.001388330440802947,0.7648488141848244,0.2678064636365604,0.43010910750636705,0.15119799225050404,0.1593947163483826,0.28203541777267915,50
all,truthful,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.012718436774480386,0.7034189645073465,0.23866005232030624,0.3628856292493526,0.06088220427943548,0.07788253803438602,0.15375492275511551,50
all,truthful,gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.053471304631343045,0.7908648900475218,0.27904560382126786,0.4435660114719044,0.0760784629781059,0.09348524748986313,0.28440716249915526,50
all,truthful,gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.0030953008518622423,0.7463542156374868,0.26579533549753825,0.445269460181761,0.14228202220226688,0.1517526313564709,0.1448809707514013,50
expert,harmless,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,0.030494121848378023,0.5714913885919283,0.1866775137533155,0.29203054439860127,0.07021646671332706,0.11746134102933681,0.18397985545180995,50
expert,harmless,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,0.07538268426003135,0.5596946031913957,0.1765150809757028,0.2522741061250477,0.0916578606140277,0.13468755286952677,0.175755067078948,50
expert,harmless,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf,0.014745682319547135,0.5144899718749685,0.16693011842845418,0.25190591138546314,0.05329411696902064,0.09594378308519044,0.10043322499379005,50
expert,harmless,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Meta-Llama-3-70B-Instruct,0.06371159515671125,0.5909621548867462,0.17901271726515083,0.2629651442859043,0.06203019931696683,0.10999468009256569,0.31786230546758104,50
expert,harmless,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.1258852313223541,0.5427834742987795,0.178916495904308,0.2737947325108548,0.0699071041961637,0.10614650253676304,0.19762854067932975,50
expert,harmless,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.09820130026490265,0.5032116169546605,0.16424118445769167,0.2475493015222086,0.06688626787351735,0.09322341727435685,0.08904663388276965,50
expert,harmless,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.031298925121762,0.6166562619692184,0.19122306740865758,0.2923186868778831,0.06275787290216489,0.09694756162292249,0.197426741654435,50
expert,harmless,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.1230365506607882,0.6110241884290262,0.19631324534436678,0.2755968621150257,0.06892196633463621,0.10530017397105747,0.24606623861482618,50
expert,harmless,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.08049581786721592,0.6594842097181389,0.2098634770238753,0.31433469434947137,0.09768983051493184,0.13033486235182754,0.39764757876440465,50
expert,harmless,allenai/tulu-2-70b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.04231068067298101,0.5274720593026,0.16282266319290772,0.23242654595382806,0.07416438523676225,0.09345654614086504,0.15464784616457158,50
expert,harmless,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.1746632278102352,0.5166904876881946,0.1750981592074025,0.2722462755269893,0.05566499998832439,0.12118136557535143,0.1373087979346271,50
expert,harmless,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.054206736283948224,0.5697314054159418,0.1920868531670772,0.28919295911588216,0.06581020161018297,0.09528658466834758,0.11038503066277468,50
expert,harmless,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.07554207580786762,0.5329643534781102,0.17821996089261372,0.2766085949792059,0.04799207803800184,0.09385462397096375,0.2853590879431237,50
expert,harmless,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.05480165464983053,0.5763416501609587,0.1874499378516848,0.2753490665044465,0.054396982847753426,0.11930445584285124,0.08250784344232985,50
expert,harmless,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.03690274139275591,0.49370427262814987,0.1658239895315018,0.262876490336929,0.057099964205876444,0.13272698145185205,0.2821249102526625,50
expert,harmless,allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.053981066635196244,0.47425766933025154,0.15771682388747355,0.23822955287418845,0.03911373105376065,0.09596857381615333,0.1579883581040027,50
expert,harmless,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.025173542406603834,0.6163515750546573,0.1949756710704691,0.27901548770018947,0.0689548020196537,0.09898994709855886,0.14213736438987606,50
expert,harmless,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.1812275179432381,0.5272222746629728,0.17897729197307885,0.29524806557141153,0.06108797638148637,0.10663743558224749,0.24941089115298543,50
expert,harmless,gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.11743861912784548,0.5173508053469046,0.1670406054447872,0.24536973677751223,0.057654440911018484,0.08925886007495673,0.07831572039000533,50
expert,harmless,gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.02524390900771698,0.5673332417321152,0.18721720264136876,0.2872731832412035,0.10769855635991893,0.12678980863236622,0.21517354868079164,50
