split_index,group,aspect,region_type,triplet,node_1,node_2,node_3,train_n_obs,train_total_weight,train_edges,train_eligible_edges,train_min_edge_support,train_mean_edge_support,train_mean_abs_margin,train_max_abs_margin,reward_fit_ok,reward_fit_n_train_obs,reward_fit_train_weight,reward_fit_n_features,reward_fit_n_iter,train_gradient_energy,train_residual_energy,train_rho_cyc,train_eligible_triples,train_cyclic_triples,train_cycle_rate,train_weighted_cycle_intensity,test_weight,test_n_obs,test_edges,test_log_loss,test_brier,test_accuracy,test_error_rate,test_calibration_abs_error,test_pair_calibration_mae,test_majority_edge_error
0,all,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,3300,2349.5,3,3,706.0,783.1666666666666,0.15519112178323094,0.25149700598802394,True,17966,13165.0,10000,10,87.59059536337546,0.363631115105979,0.004134322245389122,1,0,0.0,0.0,750.5,1053,3,0.6897606285454174,0.24408392955112,0.6149233844103931,0.38507661558960693,0.009106213338191782,0.026232548985369766,0.0
0,all,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,3686,2765.5,3,3,835.0,921.8333333333334,0.5002557968038142,0.6688946015424164,True,17966,13165.0,10000,10,802.4956565881932,8.12358825447147,0.010021459897671446,1,0,0.0,0.0,969.0,1287,3,0.5302590519919558,0.17142940345238933,0.760577915376677,0.23942208462332304,0.0321110489326108,0.03211104893261078,0.0
0,all,helpful,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,3268,2314.0,3,3,698.5,771.3333333333334,0.1743434208465846,0.26242920075519194,True,18008,13165.5,10000,10,90.06158030955322,0.0008551225909976738,9.494775339957897e-06,1,0,0.0,0.0,738.5,1037,3,0.6503424156880422,0.22950598394258864,0.6161137440758294,0.3838862559241706,0.025389583736274146,0.02538958373627405,0.0
0,all,helpful,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,3713,2780.5,3,3,821.0,926.8333333333334,0.49173725215718234,0.6547131147540983,True,18008,13165.5,10000,10,821.6523699942246,8.432500895082173,0.010158600874207068,1,0,0.0,0.0,958.5,1274,3,0.5072910987232292,0.16424142675724165,0.764736567553469,0.23526343244653103,0.007513294503070533,0.022647856774192923,0.0
0,all,truthful,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,1022,755.0,3,3,197.5,251.66666666666666,0.24331664883779078,0.3412698412698413,True,4436,3262.0,10000,10,64.1151076541118,0.1826702420501432,0.002841003966655699,1,0,0.0,0.0,229.0,310,3,0.7512649964120194,0.2617008819078023,0.5873362445414847,0.4126637554585153,0.0361319572331652,0.09110737614940848,0.0
0,all,truthful,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,1040,773.5,3,3,211.5,257.8333333333333,0.46758209094901887,0.6062378167641326,True,4436,3262.0,10000,10,170.5648939339202,3.042238782395015,0.01752369695181949,1,0,0.0,0.0,250.5,348,3,0.6208263418245048,0.19804933338904032,0.6966067864271457,0.3033932135728543,0.09613412100258531,0.09613412100258525,0.0
0,all,harmless,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,228,170.5,3,3,45.0,56.833333333333336,0.3676051293072569,0.4222222222222222,True,1368,1050.0,10000,10,21.19443569553806,1.300578273943997,0.05781629101046266,1,0,0.0,0.0,67.5,82,3,0.5570498846971954,0.16295569352163572,0.7851851851851852,0.2148148148148148,0.055821902421967606,0.13663718415192108,0.0
0,all,harmless,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,270,208.5,3,3,54.5,69.5,0.2785378556440376,0.5089820359281437,True,1368,1050.0,10000,10,25.964039986694438,0.7470771115315122,0.027968770784997606,1,0,0.0,0.0,79.0,100,3,0.6993206860404392,0.2084527187289972,0.740506329113924,0.259493670886076,0.13999687927892102,0.13999687927892104,0.0
0,normal,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,1631,1190.5,3,3,358.0,396.8333333333333,0.14957203945298733,0.25118483412322273,True,9035,6747.5,10000,10,40.54785407816392,0.3788257170099494,0.009256204483380081,1,0,0.0,0.0,385.5,528,3,0.7384933713171756,0.2610298164185296,0.5849546044098574,0.41504539559014264,0.009458478116264268,0.030488007275147676,0.0
0,normal,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,1868,1430.0,3,3,422.0,476.6666666666667,0.47972794209894026,0.6561264822134387,True,9035,6747.5,10000,10,383.92749945539236,2.5420452158936144,0.006577608121891642,1,0,0.0,0.0,499.0,645,3,0.5606636521036827,0.17726242044833931,0.7625250501002004,0.23747494989979956,0.022955704436524005,0.022955704436523977,0.0
0,normal,helpful,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,1603,1154.5,3,3,348.5,384.8333333333333,0.15282014007006917,0.2245922208281054,True,9014,6691.0,10000,10,34.07989649876855,0.010985006058605536,0.0003222271051292732,1,0,0.0,0.0,376.5,519,3,0.6967134088089458,0.24475589256595873,0.600265604249668,0.399734395750332,0.008237748473963857,0.015659638200188963,0.0
