split_index,group,aspect,region_type,triplet,node_1,node_2,node_3,train_n_obs,train_total_weight,train_edges,train_eligible_edges,train_min_edge_support,train_mean_edge_support,train_mean_abs_margin,train_max_abs_margin,bt_fit_ok,bt_fit_n_iter,bt_train_objective,score_node_1,score_node_2,score_node_3,train_gradient_energy,train_residual_energy,train_rho_cyc,train_eligible_triples,train_cyclic_triples,train_cycle_rate,train_weighted_cycle_intensity,test_weight,test_n_obs,test_edges,test_log_loss,test_brier,test_accuracy,test_error_rate,test_calibration_abs_error,test_pair_calibration_mae,test_majority_edge_error
0,all,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,3300,2349.5,3,3,706.0,783.1666666666666,0.15519112178323094,0.25149700598802394,True,6,1584.357126450914,0.17606419288848027,-0.3124860486245923,0.13642185573611196,87.59059536337546,0.363631115105979,0.004134322245389122,1,0,0.0,0.0,750.5,1053,3,0.676792593711254,0.24190066628489088,0.5596269153897402,0.4403730846102598,0.008457407031452091,0.025868817069615142,0.35376415722851434
0,all,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,3686,2765.5,3,3,835.0,921.8333333333334,0.5002557968038142,0.6688946015424164,True,8,1481.9736275942262,-0.26638011212943835,-0.7206421115039544,0.9870222236333926,802.4956565881932,8.12358825447147,0.010021459897671446,1,0,0.0,0.0,969.0,1287,3,0.5038388283956593,0.16313685143353918,0.7812177502579979,0.2187822497420021,0.009884049215927004,0.019872518849182372,0.0
0,all,helpful,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,3268,2314.0,3,3,698.5,771.3333333333334,0.1743434208465846,0.26242920075519194,True,6,1558.481828637635,0.09422848613860116,-0.31404839285501696,0.2198199067164158,90.06158030955322,0.0008551225909976738,9.494775339957897e-06,1,0,0.0,0.0,738.5,1037,3,0.6884824981028144,0.24758276117272837,0.5727826675693974,0.42721733243060256,0.00019499190302801894,0.0506461843861141,0.0
0,all,helpful,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,3713,2780.5,3,3,821.0,926.8333333333334,0.49173725215718234,0.6547131147540983,True,8,1481.520878060413,-0.3420532214643113,-0.6696265769398395,1.0116797984041508,821.6523699942246,8.432500895082173,0.010158600874207068,1,0,0.0,0.0,958.5,1274,3,0.5113915154345586,0.16626099387553142,0.7694314032342201,0.2305685967657799,0.00933899430987195,0.016822227308403197,0.0
0,all,truthful,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,1022,755.0,3,3,197.5,251.66666666666666,0.24331664883779078,0.3412698412698413,True,8,490.6250842881779,0.20050876584975827,-0.47164463663994705,0.27113587079018875,64.1151076541118,0.1826702420501432,0.002841003966655699,1,0,0.0,0.0,229.0,310,3,0.6750464865485948,0.2407657861571972,0.6091703056768559,0.3908296943231441,0.06012013717277953,0.08940211430383715,0.0
0,all,truthful,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,1040,773.5,3,3,211.5,257.8333333333333,0.46758209094901887,0.6062378167641326,True,8,445.3885706119328,-0.08619241743409034,-0.7178147710339403,0.8040071884680305,170.5648939339202,3.042238782395015,0.01752369695181949,1,0,0.0,0.0,250.5,348,3,0.5249187042382151,0.17133358393969722,0.780439121756487,0.219560878243513,0.0012364582636952837,0.046095252472201066,0.0
0,all,harmless,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,228,170.5,3,3,45.0,56.833333333333336,0.3676051293072569,0.4222222222222222,True,8,107.2190001287511,0.4986748033058306,0.0897994641089418,-0.5884742674147723,21.19443569553806,1.300578273943997,0.05781629101046266,1,0,0.0,0.0,67.5,82,3,0.6096165390765681,0.21068583429451523,0.6962962962962963,0.3037037037037037,0.024835807484075323,0.24499638140652863,0.3111111111111111
0,all,harmless,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,270,208.5,3,3,54.5,69.5,0.2785378556440376,0.5089820359281437,True,8,131.14297547229944,0.12707589125567537,-0.5529945278195056,0.4259186365638303,25.964039986694438,0.7470771115315122,0.027968770784997606,1,0,0.0,0.0,79.0,100,3,0.5362573088163695,0.1758339826899054,0.7341772151898734,0.26582278481012656,0.037047746339181564,0.18926412940605297,0.2911392405063291
0,normal,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,1631,1190.5,3,3,358.0,396.8333333333333,0.14957203945298733,0.25118483412322273,True,6,804.7503996908663,0.17990447255963443,-0.29688296071926706,0.11697848815963259,40.54785407816392,0.3788257170099494,0.009256204483380081,1,0,0.0,0.0,385.5,528,3,0.6728041435384541,0.2399453813036699,0.5642023346303502,0.4357976653696498,0.020213043133122832,0.03850310590496041,0.34889753566796367
0,normal,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,1868,1430.0,3,3,422.0,476.6666666666667,0.47972794209894026,0.6561264822134387,True,8,784.6844102573851,-0.22289747227835932,-0.6998939998579751,0.9227914721363343,383.92749945539236,2.5420452158936144,0.006577608121891642,1,0,0.0,0.0,499.0,645,3,0.5008997527814758,0.1613174886250851,0.7885771543086172,0.2114228456913828,0.02360022862867417,0.03770477789030453,0.0
0,normal,helpful,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,1603,1154.5,3,3,348.5,384.8333333333333,0.15282014007006917,0.2245922208281054,True,6,783.0764647779026,0.08275795588044421,-0.27226132521011137,0.18950336932966724,34.07989649876855,0.010985006058605536,0.0003222271051292732,1,0,0.0,0.0,376.5,519,3,0.6832154925911254,0.24503014657146543,0.5843293492695883,0.41567065073041165,0.014352776412076163,0.039811069221027215,0.0
