split_index,group,aspect,region_type,triplet,node_1,node_2,node_3,train_n_obs,train_total_weight,train_edges,train_eligible_edges,train_min_edge_support,train_mean_edge_support,train_mean_abs_margin,train_max_abs_margin,train_gradient_energy,train_residual_energy,train_rho_cyc,train_eligible_triples,train_cyclic_triples,train_cycle_rate,train_weighted_cycle_intensity,scalar_test_weight,scalar_test_n_obs,scalar_test_edges,scalar_test_log_loss,scalar_test_brier,scalar_test_accuracy,scalar_test_error_rate,scalar_test_calibration_abs_error,scalar_test_pair_calibration_mae,scalar_test_majority_edge_error,pairwise_test_weight,pairwise_test_n_obs,pairwise_test_edges,pairwise_test_log_loss,pairwise_test_brier,pairwise_test_accuracy,pairwise_test_error_rate,pairwise_test_calibration_abs_error,pairwise_test_pair_calibration_mae,pairwise_test_majority_edge_error,uplift_log_loss,uplift_brier,uplift_error_rate,uplift_calibration_abs_error,uplift_pair_calibration_mae,uplift_majority_edge_error,uplift_accuracy
0,all,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,3300,2349.5,3,3,706.0,783.1666666666666,0.15519112178323094,0.25149700598802394,87.59059536337546,0.363631115105979,0.004134322245389122,1,0,0.0,0.0,750.5,1053,3,0.6897606285454174,0.24408392955112,0.6149233844103931,0.38507661558960693,0.009106213338191782,0.026232548985369766,0.0,750.5,1053,3,0.6761675991917011,0.24159270343333258,0.5596269153897402,0.4403730846102598,0.013733404154655404,0.019451163361862936,0.35376415722851434,0.013593029353716313,0.002491226117787404,-0.05529646902065288,-0.004627190816463622,0.00678138562350683,-0.35376415722851434,-0.05529646902065288
0,all,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,3686,2765.5,3,3,835.0,921.8333333333334,0.5002557968038142,0.6688946015424164,802.4956565881932,8.12358825447147,0.010021459897671446,1,0,0.0,0.0,969.0,1287,3,0.5302590519919558,0.17142940345238933,0.760577915376677,0.23942208462332304,0.0321110489326108,0.03211104893261078,0.0,969.0,1287,3,0.5038286633211153,0.16305873534617554,0.7812177502579979,0.2187822497420021,0.016760438219219104,0.01676043821921912,0.0,0.026430388670840466,0.008370668106213786,0.02063983488132093,0.015350610713391694,0.015350610713391662,0.0,0.02063983488132093
0,normal,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,1631,1190.5,3,3,358.0,396.8333333333333,0.14957203945298733,0.25118483412322273,40.54785407816392,0.3788257170099494,0.009256204483380081,1,0,0.0,0.0,385.5,528,3,0.6606400478814014,0.2320388880322446,0.6355382619974059,0.36446173800259407,0.005394458493690635,0.028863174512221177,0.0,385.5,528,3,0.6717713799414725,0.2394331917082497,0.5642023346303502,0.4357976653696498,0.03525750370108349,0.03525750370108351,0.34889753566796367,-0.011131332060071109,-0.007394303676005104,-0.07133592736705574,-0.029863045207392858,-0.006394329188862336,-0.34889753566796367,-0.07133592736705574
0,normal,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,1868,1430.0,3,3,422.0,476.6666666666667,0.47972794209894026,0.6561264822134387,383.92749945539236,2.5420452158936144,0.006577608121891642,1,0,0.0,0.0,499.0,645,3,0.5183302318274285,0.16696218339471536,0.7685370741482966,0.23146292585170336,0.04133002867241836,0.041330028672418355,0.0,499.0,645,3,0.5003804648903349,0.16106849864729536,0.7885771543086172,0.2114228456913828,0.03650800851797334,0.03650800851797331,0.0,0.017949766937093603,0.005893684747419997,0.02004008016032055,0.0048220201544450225,0.004822020154445043,0.0,0.02004008016032055
0,expert,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,1669,1159.0,3,3,348.0,386.3333333333333,0.1609905865080041,0.25181598062953997,47.40052216514932,0.05467147861432951,0.0011520652307255778,0,0,,,365.0,525,3,0.7205167486713853,0.2568054734018775,0.5931506849315068,0.4068493150684932,0.024421306464741555,0.032405384386882716,0.0,365.0,525,3,0.6817406600816383,0.24432116553190808,0.5547945205479452,0.4452054794520548,0.00854901798976726,0.022247648126753616,0.17945205479452056,0.038776088589747015,0.012484307869969402,-0.0383561643835616,0.015872288474974294,0.0101577362601291,-0.17945205479452056,-0.0383561643835616
0,expert,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,1818,1335.5,3,3,413.0,445.1666666666667,0.5227772491795916,0.6827438370846731,420.71433714575943,6.088524670479822,0.014265426067131796,1,0,0.0,0.0,470.0,642,3,0.5429239057411028,0.17617226049234527,0.752127659574468,0.24787234042553197,0.022323238528006578,0.03904732361198228,0.0,470.0,642,3,0.5112485523511299,0.16644795207229837,0.7734042553191489,0.22659574468085109,0.0036374208911116312,0.024977596644421195,0.0,0.03167535338997296,0.009724308420046901,0.021276595744680882,0.018685817636894947,0.014069726967561084,0.0,0.021276595744680882
0,all,helpful,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,3268,2314.0,3,3,698.5,771.3333333333334,0.1743434208465846,0.26242920075519194,90.06158030955322,0.0008551225909976738,9.494775339957897e-06,1,0,0.0,0.0,738.5,1037,3,0.6503424156880422,0.22950598394258864,0.6161137440758294,0.3838862559241706,0.025389583736274146,0.02538958373627405,0.0,738.5,1037,3,0.6885859405882108,0.2476330489214943,0.5727826675693974,0.42721733243060256,0.012706889836917645,0.05084484816729103,0.0,-0.03824352490016858,-0.01812706497890565,-0.043331076506431976,0.0126826938993565,-0.025455264431016984,0.0,-0.043331076506431976
0,all,helpful,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,3713,2780.5,3,3,821.0,926.8333333333334,0.49173725215718234,0.6547131147540983,821.6523699942246,8.432500895082173,0.010158600874207068,1,0,0.0,0.0,958.5,1274,3,0.5072910987232292,0.16424142675724165,0.764736567553469,0.23526343244653103,0.007513294503070533,0.022647856774192923,0.0,958.5,1274,3,0.5105887027343867,0.1660442606783047,0.7694314032342201,0.2305685967657799,0.004408573774401098,0.014247002211908805,0.0,-0.003297604011157529,-0.001802833921063035,0.0046948356807511304,0.0031047207286694356,0.008400854562284118,0.0,0.0046948356807511304
0,normal,helpful,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,1603,1154.5,3,3,348.5,384.8333333333333,0.15282014007006917,0.2245922208281054,34.07989649876855,0.010985006058605536,0.0003222271051292732,1,0,0.0,0.0,376.5,519,3,0.6251197941456089,0.21745366511769013,0.648074369189907,0.351925630810093,0.014504952194670517,0.014504952194670514,0.0,376.5,519,3,0.6830210108175334,0.24493521349130262,0.5843293492695883,0.41567065073041165,0.009240827869022361,0.03905670951354445,0.0,-0.057901216671924494,-0.027481548373612497,-0.06374501992031867,0.005264124325648156,-0.024551757318873938,0.0,-0.06374501992031867
0,normal,helpful,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,1866,1416.5,3,3,407.5,472.1666666666667,0.47022581586123674,0.6518298714144412,395.8153651097906,1.7843892563002908,0.004487903316603434,1,0,0.0,0.0,485.0,634,3,0.48821946804404615,0.15710711617899525,0.7824742268041237,0.2175257731958763,0.01513165371507677,0.02915612527003974,0.0,485.0,634,3,0.4997740458948641,0.16115924582043686,0.7783505154639175,0.22164948453608246,0.025085130922399862,0.029349823846886565,0.0,-0.011554577850817982,-0.00405212964144161,-0.004123711340206171,-0.009953477207323091,-0.00019369857684682634,0.0,-0.004123711340206171
0,expert,helpful,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,1665,1159.5,3,3,350.0,386.5,0.19583369248423663,0.3005050505050505,57.49541459857609,0.023394305807204478,0.00040672444810347416,1,0,0.0,0.0,362.0,518,3,0.676575335607175,0.24204106139445133,0.5828729281767956,0.4171270718232044,0.03671020190040042,0.0367102019004004,0.0,362.0,518,3,0.6962016469311926,0.25127395607710773,0.5607734806629834,0.4392265193370166,0.03452658203132597,0.06225683692836268,0.0,-0.019626311324017598,-0.009232894682656395,-0.02209944751381221,0.002183619869074449,-0.025546635027962283,0.0,-0.02209944751381221
